"@authors","Translator: Lauren Lim(Karma_L)"
"evt-nature-rest-4","[일행 모두는 희망을 잃어버린 것처럼 보였다|모든 희망이 사라져버린 것 같았다|우리들은 무너져버리기 직전까지 와 있었다|마치 절망의 끝에 서 있는 것처럼 느껴졌다|누군가의 영혼이 나를 심연에서 지켜보고 있는 것 같았다|극심한 피로가 우리들의 최대의 적이었다|고난과 역경이 우리들을 지쳐 떨어지게 만들었다|극심한 피로가 우리들을 지쳐버리게 만들었다]. [우리들은 모닥불을 지필 땔감들을 간신히 모으는 데 성공했다|슬프게도 불을 지피는 것은 매우 어려운 일이었다|따듯한 모닥불의 불길마저도 우리들의 마음을 편하게 해주지는 못했다]."
"evt-nature-rest-action","며칠 동안 휴식한다"
"evt-nature-rest","[우리들은 자리를 잡았고|나는 탐험대원들에게 멈추라고 지시했고|우리들은 캠프를 준비했고|우리들은 여기에 머무르는 것이 좋은 생각이라고 결정했고] [모두에게 휴식을 허용했다|휴식했다|잠시 동안 숨을 골랐다|나는 대원들에게 쉬라고 말했다]."
"evt-necronomicon-page-1","내가 한 장을 찢어내자마자 [사악한 책은|마법서는|알하즈레드의 책은|태고의 어둠이 담겨 있는 책은|네크로노미콘은|그 책은|악의가 넘치는 비밀이 담긴 책은] 내 눈 앞에서 불타올랐고, 나는 그 책을 떨어뜨릴 수밖에 없었다."
"evt-necronomicon-page-fail","[나는 그 미친 아랍인의 책을 읽어보려고 했지만|나는 알하즈레드의 마법서를 뒤져보려고 했지만|나는 사악한 책에서 무언가를 읽어보려고 했지만|나는 네크로노미콘을 읽어보려고 해보았지만|나는 태고의 어둠이 담긴 책을 읽어보려고 했지만|나는 무언가 흥미로운 것을 찾아내려 해보았지만|나는 책에서 무언가를 찾아보려고 했지만|나는 책 속에서 무언가 흥미로운 것을 찾길 바랐지만|나는 호기심에 못 이겨 낡은 책을 펼쳐서 읽어보았지만], [기괴한 글자들이 내 눈 앞에서 춤추기 시작했다|내가 책을 펼치자마자 내 혼이 빠져나가는 것을 느낄 수 있었다|나는 그 책의 저주받은 낱장들 속에 놓인 말할 수 없는 공포를 마주할 준비가 되어 있지 않았다]. [나는 집중할 수 없었다|나는 거의 기절할 뻔했다|나는 낮선 어둠이 내 위로 기어오르는 것을 느꼈다|나는 무언가가 어둠 속에서 말하는 것을 확실히 들었다|무시무시한 목소리가 어둠 속에서 나에게 말을 걸었다|갑자기 나는 패닉에 빠졌다|나는 한밤중의 그림자 속에서 무언가 부자연스러운 움직임을 보았다]. [내가 알아차리기도 전에 책은|일말의 경고도 없이 마법서는|그게 나 자신인지 아니면 그 책인지는 기억나지 않지만, 어쨌든 그 무언가가] [탁 소리를 내며 닫혔다|내 바로 앞에서 스스로 닫혔다|내 부들거리는 손에서 떨어졌다]. [내 정신은 혼란스러웠고|나는 충격에 빠진 채 그 자리에 서 있었고|나는 거의 쓰러지기 직전이었고], 이 [저주받은|악의로 가득한|악마의|악마같은|사악한|버려진|악의 넘치는|부정한] [책을|마법서를|고서를] 다시 [열어보는|지켜보는|읽어보는|살펴보는|만져보는] [것이 과연 현명한 일일지 다시 생각해보게 되었다|행동을 절대 하지 않겠다고 다짐했다]."
"evt-necronomicon-page","[미쳐버린 아랍인의 책을|알하즈레드의 마법서를|사악한 책을|네크로노미콘을|마법서를] 잠깐 살펴본 뒤에, 나는 그 책의 사악한 장들 중 하나를 찢어냈다."
"evt-noSanity-animalAttack-1","나는 동물을 [희생시키는 것을|희생양으로 삼는 것을|처벌하는 것을|없애버리는 것을|죽이는 것을] 거절했고, 그로 인해 $name 은/는 문명인의 척도로 측정할 수 없을 만큼 화를 냈다. $그는 나의 [결정을|태도를] 받아들이는 데 시간이 더 필요할 것이다."
"evt-noSanity-animalAttack-2","$name 이/가 [우리 일행을 향해 점차 공격적으로 변하게 된 것을 보아|거대한 바위 뒤에 숨으려고 시도하는 것을 보아|마치 공격을 하려는 것처럼 불안한 모습으로 주변을 돌아보는 것으로 보아], $그가 [용의가 있는|공격을 했던] 것이 확실했다. 나는 [$그의 입가에서 핏방울이 떨어지는 것을|동물의 이빨 사이에 살점이 붙어 있는 것을|$그의 눈에서 당황한 듯한 기색을] 볼 수 있었다."
"evt-noSanity-animalAttack-3","나는 우리 일행에 위험한 동물을 포함시킨다는 위험을 부담할 수 없었다. $name 은/는 [죽고 나서|도축되고 나서|처형되고 나서|요리되고 나서] [푸짐한|향긋한|원기를 돋우는] 식사가 되는 것으로 $그의 마지막 임무를 다했다. [나는 $그가 그리워질 것이다|나는 내 결정을 확신했다|비록 만족할만한 해결방안은 아니었지만 실용적인 결정이었다|나는 내 결정에 대한 의심을 품지 않을 수 없었다|나는 $그를 먹고 나서 그날 밤 내내 구역질을 느꼈다]."
"evt-noSanity-animalAttack","이번 [모험은|여정은|탐험은] [동물 대원들에게조차|모두에게|동물들에게마저도|우리들 모두에게] 통행료를 요구했다. [이날 밤에|이날의 티타임에], 나는 [크게 비명지르는 소리를|목구멍에서부터 올라오는 듯한 고함 소리를|화가 난 듯 저주하는 소리를] 들었다. $name 이/가 물어뜯겨 있었고 한 [보기 흉한|벌어진] [팔의|다리의|몸통의|목의] 상처에서 피가 흐르고 있었다. $그는 나에게 동물의 책임을 물을 수 있는 적절한 방법을 취해 달라고 [소리쳤다|강력히 촉구했다]."
"evt-noSanity-cannibal-1","$name 이/가 [죽임을 당하고|살해당하고] [먹히는 것을|식인을 당하는 것을|뜯어먹히는 것을] 내가 [깨달았을 때|알아차렸을 때] [내가 느낀 공포는 차마 형언할 수 없을 정도였다|나는 거의 기절할 뻔했다|나는 내 눈을 믿을 수가 없었다]."
"evt-noSanity-cannibal","[내가 이날 아침 일찍 일어났을 때 나는 누군가가 사라졌다는 것을 알아차렸다|오늘 아침에 누군가가 사라져 있었다]. [나는 캠프 주변을 살펴보았고|나는 인원수를 세었고] $name 이/가 [한 상자 위에 앉아있는 것을|근처의 수풀 속에 앉아 있는 것을|한 시신의 잔해 위에 웅크리고 있는 것을] [보았는데|찾아냈는데|목격했는데], [$그의 손과 얼굴은 피칠갑이 되어 있었다|$그는 반쯤 나체가 되어 있었고 피칠갑이 되어 있었다|$그는 약간의 고기를 씹으며 공허한 듯이 혼자 속삭이고 있었다]. $그는 [뼈다귀처럼 보이는 것을 손에 쥐고 있었다|반쯤 먹힌 사람의 다리를 물어뜯고 있었다]."
"evt-noSanity-disappearCube","나는 [한 식물의 이파리를|한 벌레를|한 곤충을|한 독없는 뱀을|한 화려한 색을 가진 새를|한 도마뱀을] 연구하고 있었는데, 갑자기 나타난 일련의 밝은 빛들을 보고 잠깐 눈이 멀었다. 그 빛들은 보통 비가 내릴 때 뒤따르는 것들과는 달랐다. 공포스럽게도 나는 $name 을/를 어디에서도 찾을 수 없었다. 몇 시간에 걸친 수색 끝에도, 우리들이 찾을 수 있었던 것은 작고 이상한 금속 정육면체와 $그의 침낭 뿐이었다."
"evt-noSanity-dropItems","걱정이 [그날 밤 내내 우리들을 무겁게 짓눌렀다|일행 사이에 퍼져나갔다|탐사대에 부담이 되고 있었다]. $name 은/는 너무 긴장한 나머지 $그가 [우리들이 가장 최근에 여행했던 구간에서|우리가 바로 직전에 여행한 구간에서] [뭔가를|물품 하나를] [떨어뜨렸다는 것을 알아차렸다|떨어뜨렸다고 이야기했다]."
"evt-noSanity-eatAnimal-1","우리들은 지쳤고 끔찍할 정도로 배가 고팠다. 밤이 찾아오자 $name 이/가 나에게 한가지 제안을 하러 찾아왔다. 만약 우리들이 탐사대의 동물들 중 하나를 도축한다면 우리들은 활력을 되찾고 새로운 희망을 얻을 수 있다는 것이었다."
"evt-noSanity-eatAnimal-2","[나는 제안을 거절했다|이 제안은 받아들일 수 없었다|나는 소중한 동물을 잃고 싶지 않았다]. $name 은/는 [내가 동물을 희생시키지 않으려는 이유를 듣고 매우 화를 내었다|내 결정에 몹시 화를 내었다|비이성적으로 변했고 어떤 이야기도 하지 않으려 했다]."
"evt-noSanity-eatAnimal-action","$name 을/를 도축한다"
"evt-noSanity-eatAnimal","[우리들은 선택의 여지가 없었다|다른 대안은 없었다|우리들은 해야만 했다|나의 결정은 오랫동안 지체되었다|동의하건대 후회가 없는 선택은 아니었다]. 우리들은 $name 을/를 [처치했고|도살했고|죽였고|도축했고] [모닥불에서|불가에서] [$그의 고기를 요리했다|$그의 시체를 요리할 준비를 했다|$그의 살점을 요리할 준비를 했다]. [정말 슬프고 부도덕한 일이었지만|나는 말을 잇지 못했지만|나는 할 말을 잃었고 무력감을 느꼈지만|나는 $그를 그리워할 것이지만|나는 충성스러운 동물을 보내고 나서 눈물을 흘리지 않을 수 없었지만], [우리는 배를 불리고 나서 조금이나마 기분이 나아지게 되었다|나중에 생각건대 우리는 잃어버린 것 만큼의 가치가 있는 일이었다고 판단했다|우리들의 배고픔이 진정되자 곧 고통스런 생각은 무시되어 갔다|거기에 뒤따르는 만찬이 우리 일행의 사기를 다시 보충해 주었다]."
"evt-noSanity-eatOnlyFriend","[가장 어두운 밤이었던 어느 날이었다|참으로 소름끼치는 일이었다|나는 벼랑 끝에 몰려 있었다|나를 지탱하던 마음 속의 기둥이 무너져내렸다|나는 계속 나아가기에는 너무나도 약해져 있었다|신이시여, 나를 용서하소서]. [나는 아무것도 먹지 못한 채 며칠을 걸어다녔다|나는 무언가 먹을 것이 필요했다|나의 뱃속은 내 마음속에 남아있는 희망만큼이나 공허했다|나는 굶주렸고 온몸이 덜덜 떨리고 있었다]. 나는 [내가 $name 의 불행을 끝내주기 직전에|칼을 꺼내들고|$name 의 목구멍에 칼을 꽂기 전에|$name 이/가 마지막 숨을 내쉬게 만들기 전에] [$그에게 용서를 구했다|$그의 머리를 부드럽게 내리치려는 순간 $그는 나를 쳐다보았다|$name 에게 작별 인사를 속삭였다]. [$그는 맛있었다|$그의 고기는 질기기는 했지만 활기를 북돋웠다|$그의 살점은 독특한 맛이 났다], 그리고 [나는 내 몸에 생기가 돌아오는 것을 느꼈다|나는 생기가 내 혈관을 타고 흐르는 것을 느꼈다|내 심장은 활기있게 뛰고 있었다|나는 며칠 정도를 더 나아갈 수 있는 충분한 힘을 얻었다]."
"evt-noSanity-ghosts-help-accept","나는 궁지에 몰려 있었고 내가 받을 수 있는 어떠한 도움이라도 기꺼이 받고 싶었다. 나는 선물을 감사하게 받아들였고 그 생명체에게 감사하며 고개를 숙였다. 내가 무슨 일이 일어났는지 확실히 알아차리기 전에 그들은 사라졌고 [남아 있는 것은 오직 틱틱 소리를 내는 모닥불 뿐이었다|틱틱 소리를 내는 모닥불 외에는 아무것도 남아있지 않았다]."
"evt-noSanity-ghosts-help-action","선물을 받아들인다"
"evt-noSanity-ghosts-help-reject","[내가 지금 상황에서 할 수 있는 모든 정중한 표현으로 나는|나는 지금 당장은 어떠한 도움도 필요하지 않았고|나는 정신을 차린 뒤,] 그 [선물을|물건들을] 거절했다. 그 [작은|자그마한] [생물체는|유령은|영체는] [잠시동안 나를 올려다보며 서 있었고|혼란스러워 보였고|나를 보며 고개를 끄덕였고], 곧이어 덤불 속을 향해 [잽싸게 달려갔고|뒷걸음질했고] [동료들과|일족들과] 함께, 어둠 속으로 [사라졌다|사라져갔다|흩어졌다]."
"evt-noSanity-ghosts-help","[이날 밤 나는 예기치 못한 방문객들을 만났다|그날 밤에 이상한 일이 일어났다]. [셀 수 없을 만큼 많은|수많은] 작고, 유령처럼 보이는 생물체들이 캠핑 지역 주위를 둘러쌌고 그들의 크고, 공허한 눈으로 나를 쳐다보았다. 비록 무시무시한 외모를 가지고 있었지만 그들의 의도는 고결한 것으로 보였다. 놀랍게도 그 생명체들 중 하나가 나에게 다가와 선물을 주려고 했다."
"evt-noSanity-gunKill","내가 큰 총소리에 잠을 깼을 때 나는 이미 [홀로 틀어박혀 있는 상태였다|쉬고 있는 상태였다]. 나는 즉시 달려가 $name 을/를 공격으로부터 구조하려고 했지만, 끔찍하게도 나는 $그가 내 소유의 총에 맞아 땅바닥에 쓰러져 죽어 있는 것을 발견했다. [비극적인 사고였던 것일까?|어째서 이런 일이 일어났을까?|나는 사건의 진상을 조사할 만한 정신상태가 아니었다.|나는 여기서 무슨 일이 일어난 건지 너무 깊게 생각할 여유가 없었다.] 나는 [동이 틀 때까지 무덤을 파서 $그를 묻어주었다|밤새 울었다|$그가 역사 속에서 $그의 자리를 찾아가기를 빌어 주었다]."
"evt-noSanity-injuredDeath","[오늘 아침 나는 큰 손실을 겪었다|이날 아침은 비극과 함께 막을 올렸다]. [나는 $name 이/가 땅에 쓰러져 죽어 있는 것을 발견했다|나는 $name 이/가 땅에 쓰러져 미동조차 하지 않는 것을 발견했다|$name 은/는 더 이상 숨을 쉬지 않았다, $그는 잠을 자다가 죽은 것이 틀림없었다]. $그의 이미 [약해진|만신창이가 된] 몸은 우리들의 여정에서의 [고난을|역경을] 이겨내지 못했다."
"evt-noSanity-lastEntry-1","[당신의 친구|세상이 이 모험을 기억하기를|당신을 그리워하는|다음 생에 다시 만날 때까지|친애하는|안녕|안녕히|신께서 우리들을 가엾게 여기시길|날 용서하기를], $name 이/가."
