"@authors","Rômulo Wehling Magalhães, Macalango"
"evt-goal-explore-finish-1","[Ultrapassando todos os obstáculos, nós tínhamos sobrevivido|Superando todos os testes perante nós, nós tivemos sucesso|Tínhamos sobrevivido à expedição|Havíamos superado estas terras|Viva|O doce cheiro do sucesso|A coragem sempre vence|O talento gera sucesso|Sucesso|Graças ao Criador|Vitória|Tínhamos dominado todos os eventos para obter sucesso]! "
"evt-goal-explore-finish-2","[Encontrei o propósito de minha jornada|A doçura do sucesso era minha para saborear|O preço de tal conquista era raramente barato|Os esforços da minha expedição tinham finalmente valido a pena|Não havia ninguém que pudesse verdadeiramente se juntar a mim em minha vitória, mas eu havia sido bem sucedido mesmo assim]!"
"evt-goal-explore-finish-3","[Apesar do início desastroso dessa expedição, eu sobrevivi e localizei a Pirâmide Dourada|Ultrapassando obstáculos tão difíceis, nós havíamos sobrevivido|Tendo os testes mais brutais perante a mim, conquistei a vitória|Tínhamos sobrevivido à expedição|Havíamos superado esta terra|Viva|O doce cheiro da conquista|A coragem sempre será bem sucedida, não importa o custo|O talento gera sucesso|Sucesso|Graças a Deus|A vitória é minha|Havíamos superado muitos tipos de eventos dolorosos para obter sucesso]!"
"evt-goal-explore-finish-action","Entrar na pirâmide"
"evt-goal-explore-finish","[A majestosa Pirâmide Dourada se elevava sobre seu entorno|A Pirâmide Dourada avultava-se acima de todos|A pirâmide de ouro era o nosso objetivo|A paisagem exótica agraciava a extraordinária Pirâmide Dourada|A maravilha de uma hábil empreitada, a Pirâmide Dourada estava em nosso alcance|Nosso destino final nos provocava com sua glória dourada|A pirâmide de ouro nos chamava à vitória|O objetivo estava perante nós na forma de uma pirâmide feita de ouro|Ali estava a Pirâmide Dourada, entronada acima da paisagem]."
"evt-goldenSeal-1","[Demorou um certo tempo mas, eventualmente|Após muitas horas de pesquisa|Após muito esforço], fomos [capazes de|conseguimos] [decifrar|abrir|decodificar|ativar] o [incomum|misterioso|grandioso|aparentemente antigo|enigmático] mecanismo. Repentinamente, a uma enorme coluna de luz [surgiu|se elevou|lançou-se|se estendeu] do selo."
"evt-goldenSeal-action","Ativar o selo"
"evt-goldenSeal","Nós nos aproximamos de uma [misteriosa|grandiosa|aparentemente antiga|imemorial] estrutura que parecia ser parcialmente feita de ouro puro. Descobrimos uma espécie de mecanismo em um dos lados. [Com algum esforço, seríamos capazes de acioná-lo|Acredito que, com certa engenhosidade, poderíamos colocá-lo em movimento|Com algum tempo, certamente seríamos capazes de ativá-lo]. No entanto, o que aconteceria após a ativação manteve-se um mistério."
"evt-goldenTemple-buried-approach-1","Após um período de análise, conseguimos compreender corretamente o mapa. [Segundo nossa interpretação,|Nós concordamos que|Era óbvio que|Sem dúvida alguma,] o mapa mostrava algumas localizações nesta região. Talvez fosse necessário visitá-las para encontrar a Pirâmide Dourada?"
"evt-goldenTemple-buried-approach-action","Analizar o mapa"
"evt-goldenTemple-buried-approach","Nós adentramos uma estrutura [incomum|misteriosa|grandiosa|aparentemente antiga|enigmática|críptica]. Parecia ser [a ponta|o pico|o pináculo|o topo] de uma Pirâmide Dourada mas, por alguma razão, [seu corpo principal|o seu total|sua estrutura|sua estrutura principal] estava [enterrada|abaixo do chão|escondida abaixo do chão|escondida abaixo da terra|no subterrâneo]. Sua superfície dourada estava [coberta|adornada|decorada|estampada|inscrita|gravada] com inúmeras formas de símbolos [estranhos|fantásticos|notáveis|fascinantes|sobrenaturais|alienígenas|belos|requintados], alguns dos quais formavam [uma espécie|um tipo|uma forma] de mapa."
"evt-harbor-afterMath-curse","Uma trágica mensagem chegou até mim. Descobri que $name havia [falecido|morrido|partido] [após um breve mas letal surto de uma doença desconhecida| devido a uma condição misteriosa|após um ataque cardíaco|após um terrível acidente de carruagem nas ruas de Londres|ao afogar-se no rio Tâmisa de maneira suspeita|após uma violenta briga em um pub|ao ser assassinado nos becos de Londres|ao ser atropelado por um trem enquanto atravessava distraído os trilhos]. Sua falta será [gravemente|consideravelmente] sentida. [Uma pena que tenha ido de tal forma|Uma pena|Mas que pena|Uma grande pena|Um triste fim|Eu posso imaginar maneiras melhores de encerrar uma vida|Todos morremos, de uma forma ou de outra|A morte é inescapável]."
"evt-harbor-afterMath-renounced","[Eu comprei um jornal e li sobre $name estar sujando minha reputação. Era óbvio que $ele não se juntaria a mim na minha atual missão.|Eu sabia que seria fútil esperar que $ele se apresentasse. Na última vez em que nos falamos, $ele me desejou uma morte próxima.|Uma mensagem chegou até mim, informando-me que $ele não desejava qualquer associação com meu estigma de exploração.|Por um momento, pude jurar que $ele estava me observando da esquina de um armazém mas, quando me aproximei, $ele havia desaparecido. Eu nunca mais o vi novamente.]"
"evt-harbor-afterMath-spouse-1","Usando [nossos fundos|meu erário|as finanças da jornada|os fundos da expedição|os recursos monetários do grupo|as reservas da expedição], ofereci-lhe uma pequena compensação monetária. [Isso era o mínimo que eu podia fazer.|Senti que era o certo a fazer.|Essa mulher precisaria desse auxílio.]"
"evt-harbor-afterMath-spouse-2","Eu não podia lhe oferecer uma pensão. Observei [dor|frustração|tristeza|amargura] em seus olhos. Não havia [nada|nada mais|o|absolutamente nada] que pudesse fazer senão [desejar-lhe prosperidade para o futuro|expressar meus pêsames mais uma vez|desejar-lhe bem]."
"evt-harbor-afterMath-spouse-action-1","Eu disse adeus"
"evt-harbor-afterMath-spouse-action","Eu ofereci uma pensão (-20 funds)"
"evt-harbor-afterMath-spouse","Eu me senti [sensibilizado|gratificado|tocado] ao ver a viúva de $name visitar o porto para [desejar-me boa sorte|dizer adeus|me agradecer pessoalmente] antes da minha [próxima viagem|próxima aventura|partida]."
"evt-harbor-animalImprovement-1","Após verificar [nossos fundos|meu erário|as finanças da jornada|os fundos da expedição|os recursos monetários do grupo|as reservas da expedição], percebi que não teríamos [o|dinheiro] suficiente para pagar por seus serviços."
"evt-harbor-animalImprovement-action","Talvez outra hora"
"evt-harbor-animalImprovement-actions-1","[Eu certamente pagaria um valor extra para aumentar a capacidade de $name|Eu sabia que poderia usar a capacidade adicional|Eu estava mais do que contente em investir na melhoria da capacidade de $name]. [Cerca de uma hora depois|Após alguns ajustes|Um pouco mais tarde|Após uma breve espera], sua albarda [foi|havia sido] [melhorada|aprimorada|aperfeiçoada] e [lhe permitia carregar|era capaz de carregar|podia carregar] uma caixa adicional."
"evt-harbor-animalImprovement-actions-2","[Eu pagaria com prazer um valor extra para aumentar a capacidade de $name|Eu sabia que poderia usar a capacidade adicional|Eu estava mais do que contente em investir na melhoria da capacidade de $name]. [Cerca de uma hora depois|Após alguns ajustes|Um pouco mais tarde|Após uma breve espera], sua albarda [foi|havia sido] [melhorada|aprimorada|aperfeiçoada] e [lhe permitia carregar|era capaz de carregar|podia carregar] uma caixa adicional."
"evt-harbor-animalImprovement-actions-action-1","+ 2 de capacidades para $name (100 Funds)"
"evt-harbor-animalImprovement-actions-action-2","+ 3 de capacidades para $name (150 Funds)"
"evt-harbor-animalImprovement-actions-action","+ 1 de capacidade para $name (50 Funds)"
"evt-harbor-animalImprovement-actions","[Eu pagaria com prazer um valor extra para aumentar a capacidade de $name|Claramente, eu poderia usar a capacidade para $name|Eu estava mais do que contente em investir na melhoria da capacidade de $name]. [Dentro de uma hora|Após alguns ajustes|Um pouco mais tarde|Após um breve momento], sua albarda [foi|havia sido] [melhorada|aprimorada|aperfeiçoada] e [lhe permitia carregar|era capaz de carregar|podia carregar] uma caixa adicional."
"evt-harbor-animalImprovement-return","[A artesã|A artífice|A fabricante|A comerciante de selas] [me agradeceu por minha compra|parecia feliz pelo seu trabalho|me disse que eu era seu cliente preferido|sorriu para a peça finalizada|marcou o item finalizado com sua respectiva marca] e [desejou-me fortuna em minha próxima expedição|perguntou se havia algo mais que ela pudesse providenciar|ofereceu melhorias adicionais se eu estivesse disposto a gastar o dinheiro|prometeu-me um desconto um dia, mas não hoje|assegurou-me a qualidade da albarda|garantiu-me que a nova albarda duraria pelo menos 3 anos|me deu sua garantia pessoal de 3 anos na nova albarda|disse-me que estaria mais do que feliz em me oferecer seus serviços novamente]."
"evt-harbor-animalImprovement","Uma [artífice-mestre de selas|experiente fabricante de selas|artesã de albardas] ofereceu-se para melhorar a capacidade de transporte de qualquer de um dos nossos animais. [Seu preço era bem alto|Seu trabalho de alta qualidade exigia um preço alto|Seu trabalho era bastante caro], mas [nós certamente poderíamos aproveitar as caixas adicionais|a capacidade de transporte adicional certamente beneficiaria a expedição]."
"evt-harbor-countTrek-1","[Eu disse a $name que|Eu pedi desculpas a $name, mas|Não foi sem arrependimentos que disse a $name que] [$ele não faria parte da próxima expedição|seus talentos já não eram mais necessários|nós não tínhamos espaço para levá-lo conosco]. [$Ele ficou desapontado, mas aceitou a minha decisão.|$Ele se enfureceu e deixou o porto enquanto praguejava meu nome para toda a gente ouvir.|Seus olhos se encheram de tristeza enquanto arrumava seus pertences e deixava o navio.|Seu rosto inchou de raiva enquanto arrumava seus pertences e desembarcava.|$Ele arrumou seus pertences e saiu do navio.|Uma confusão se iniciou e resultou em sua retirada do navio.|$Ele estava com raiva, e com razão, mas mostrou muita classe em nos desejar sorte nas docas.|$Ele simplesmente desembarcou e se foi.|Sem uma palavra, $ele partiu.|$Ele partiu em silêncio.|Sem uma palavra, $ele desembarcou e desapareceu na multidão do porto.|Sem uma palavra, $ele saiu do barco e desapareceu na multidão frenética do porto]."
"evt-harbor-countTrek-2","[Eu abandonei $name no porto|Nós escoltamos $name para fora do navio|Nós tivemos de deixar $name para trás|Não podíamos levar $name conosco]. [Simplesmente não havia espaço suficiente para levá-lo conosco|Eu tinha de medir meus ganhos por minhas perdas|Outro membro na expedição seria apenas um desperdício de espaço], e eu estava certo de que [alguém lhe daria utilidade|$ele seria capaz de encontrar um novo lar|$ele seria mais feliz ali, de toda forma]."
"evt-harbor-countTrek-action","Dispensar $name"
"evt-harbor-countTrek","O capitão me informou que [nosso navio|nossa embarcação|nosso barco] havia chegado ao nível máximo de capacidade. Eu teria de _dispensar alguém_ se [quiséssemos|desejássemos|pretendêssemos|estivéssemos inclinados a] partir."
"evt-harbor-dismissUnit-1","[Eu disse a $name que|Eu pedi desculpas a $name, mas|Não foi sem arrependimentos que disse a $name que] [$ele não seria parte da nossa próxima expedição|seus talentos já não eram mais necessários|nós não tínhamos espaço suficiente para levá-lo conosco]. [$Ele ficou desapontado, mas aceitou a minha decisão|$Ele se enfureceu e saiu do porto amaldiçoando meu nome aos céus|Seus olhos encheram-se de tristeza enquanto arrumava seus pertences e partia|Uma discussão se iniciou, resultando em sua saída enfurecida|Sem uma única palavra, $ele abandonou o navio e misturou-se com a multidão da manhã como sal jogado ao vento]."
"evt-harbor-dismissUnit-2","[Eu deixei $name no porto|Nós levamos $name para fora do navio|Nós acompanhamos $name para fora da embarcação|Nós escoltamos $name do navio|Não podíamos levar $name conosco]. [Simplesmente não havia espaço suficiente para levá-lo|Alguém obviamente mais importante precisaria do espaço], e eu tinha a certeza [que alguém lhe daria alguma utilidade|$ele seria capaz de encontrar outro lar|$ele seria mais feliz permanecendo ali, de qualquer forma]."
"evt-harbor-dismissUnit-action-1","Mudei de idéia"
"evt-harbor-dismissUnit-action","Dispensar um membro da jornada"
"evt-harbor-dismissUnit","[Eu precisava decidir|Embora fosse desagradável, eu precisava escolher|Foi difícil, mas eu precisava decidir] [quem expulsar|quem deveria ir embora|quem teria de abandonar a jornada|quem não viria conosco na próxima expedição]."
"evt-harbor-equipment-title","Equipamento"
"evt-harbor-offer-map-action","Dar uma olhada no mapa"
"evt-harbor-offer-map","Tive uma rápida conversa com uma sentinela. Ele havia adquirido um _mapa do tesouro_ que estava disposto a vender pelo preço [certo|apropriado|adequado]."
"evt-harbor-quest-80Days-complete-1","O cavalheiro apareceu no porto com [um sorriso|um olhar de desprezo|uma expressão depreciativa] na face. Ele me relembrou [de nossa aposta|da aposta|do desafio que eu havia aceitado]. Infelizmente demorei muito tempo. Perguntei-me se isso teria um impacto em minha reputação."
"evt-harbor-quest-80Days-complete","O cavalheiro [tirou o chapéu para nossa expedição|era uma mistura de alegria e inveja|estava atordoado]. Ele duvidava [de que seríamos capazes de|que fosse possível] regressar em _80 dias_, mas provei-lhe o contrário. Ele me felicitou e [me deu uma bela recompensa|recompensou a expedição por nossos esforços]."
